Test ID,Timestamp,Environment,Keyword,Status,Pass Percentage (%),Matched/Total,Status Color,Response Time (ms),HTTP Status Code,Error Message,Test Duration (s)
TST_340,2025-11-06T03:58:03.701Z,prod-api,whirlpool dishwasher parts (Dishwasher),PASS,10000.00%,1/1,#C8E6C9,1060,200,,1.07
TST_341,2025-11-06T03:58:08.349Z,prod-api,bosch 500 series dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,710,200,,0.72
TST_342,2025-11-06T03:58:12.768Z,prod-api,frigidaire gallery dishwasher (Dishwasher),PASS,10000.00%,1/1,#C8E6C9,745,200,,0.75
TST_343,2025-11-06T03:58:17.252Z,prod-api,ge dishwashers (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,684,200,,0.7
TST_344,2025-11-06T03:58:21.996Z,prod-api,small dishwasher (Dishwasher),PASS,10000.00%,1/1,#C8E6C9,890,200,,0.9
TST_345,2025-11-06T03:58:26.364Z,prod-api,whirlpool dishwashers (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,844,200,,0.86
TST_346,2025-11-06T03:58:31.198Z,prod-api,18 inch dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,964,200,,0.97
TST_347,2025-11-06T03:58:36.243Z,prod-api,bosch dishwasher parts (Dishwasher),PASS,10000.00%,6/6,#C8E6C9,943,200,,0.96
TST_348,2025-11-06T03:58:40.852Z,prod-api,commercial dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,616,200,,0.64
TST_349,2025-11-06T03:58:45.367Z,prod-api,drawer dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,677,200,,0.69
TST_350,2025-11-06T03:58:50.739Z,prod-api,frigidaire dishwasher parts (Dishwasher),REVIEW,N/A,0/0,#FFE0B2,1074,200,No results returned; requires manual review.,1.09
TST_351,2025-11-06T03:58:55.071Z,prod-api,ge dishwasher parts (Dishwasher),PASS,10000.00%,2/2,#C8E6C9,714,200,,0.73
TST_352,2025-11-06T03:59:00.197Z,prod-api,portable dishwashers (Dishwasher),PASS,10000.00%,6/6,#C8E6C9,821,200,,0.84
TST_353,2025-11-06T03:59:05.991Z,prod-api,samsung dishwashers (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,1531,200,,1.55
TST_354,2025-11-06T03:59:11.453Z,prod-api,stainless steel dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,982,200,,0.99
TST_355,2025-11-06T03:59:16.355Z,prod-api,18 dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,1081,200,,1.09
TST_356,2025-11-06T03:59:21.397Z,prod-api,amana dishwasher (Dishwasher),PASS,10000.00%,5/5,#C8E6C9,645,200,,0.66
TST_357,2025-11-06T03:59:26.640Z,prod-api,cafe dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,758,200,,0.77
TST_358,2025-11-06T03:59:31.847Z,prod-api,cove dishwasher (Dishwasher),REVIEW,N/A,0/0,#FFE0B2,717,200,No results returned; requires manual review.,0.73
TST_359,2025-11-06T03:59:37.075Z,prod-api,dishwasher parts (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,1002,200,,1.02
TST_360,2025-11-06T03:59:42.132Z,prod-api,dishwasher rinse aid (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,761,200,,0.78
TST_361,2025-11-06T03:59:47.603Z,prod-api,kitchenaid dishwasher parts (Dishwasher),PASS,10000.00%,1/1,#C8E6C9,920,200,,0.93
TST_362,2025-11-06T03:59:52.885Z,prod-api,kitchenaid dishwashers (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,729,200,,0.74
TST_363,2025-11-06T03:59:57.832Z,prod-api,lg dishwashers (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,755,200,,0.77
TST_364,2025-11-06T04:00:02.662Z,prod-api,mini dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,1151,200,,1.17
TST_365,2025-11-06T04:00:07.696Z,prod-api,panel ready dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,1073,200,,1.09
TST_366,2025-11-06T04:00:12.232Z,prod-api,portable dishwasher on wheels (Dishwasher),PASS,10000.00%,6/6,#C8E6C9,733,200,,0.75
TST_367,2025-11-06T04:00:17.143Z,prod-api,thermador dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,888,200,,0.9
TST_368,2025-11-06T04:00:22.686Z,prod-api,counter top dishwasher (Dishwasher),PASS,10000.00%,10/10,#C8E6C9,726,200,,0.74
TST_369,2025-11-06T04:00:27.873Z,prod-api,range (Range),PASS,10000.00%,100/100,#C8E6C9,865,200,,0.89
TST_370,2025-11-06T04:00:32.471Z,prod-api,electric range (Range),PASS,10000.00%,10/10,#C8E6C9,552,200,,0.57
TST_371,2025-11-06T04:00:36.664Z,prod-api,gas range (Range),PASS,10000.00%,10/10,#C8E6C9,659,200,,0.68
TST_372,2025-11-06T04:00:41.658Z,prod-api,induction range (Range),PASS,10000.00%,10/10,#C8E6C9,820,200,,0.83
TST_373,2025-11-06T04:00:47.582Z,prod-api,gas range stove (Range),PASS,10000.00%,10/10,#C8E6C9,1485,200,,1.51
TST_374,2025-11-06T04:00:52.436Z,prod-api,ranges (Range),PASS,10000.00%,100/100,#C8E6C9,181,200,,0.2
TST_375,2025-11-06T04:00:58.028Z,prod-api,double oven electric range (Range),PASS,10000.00%,10/10,#C8E6C9,1020,200,,1.03
TST_376,2025-11-06T04:01:03.814Z,prod-api,gas oven range (Range),PASS,10000.00%,10/10,#C8E6C9,1287,200,,1.3
TST_377,2025-11-06T04:01:09.550Z,prod-api,samsung gas range (Range),PASS,10000.00%,10/10,#C8E6C9,934,200,,0.95
TST_378,2025-11-06T04:01:15.037Z,prod-api,viking range (Range),PASS,10000.00%,10/10,#C8E6C9,1063,200,,1.07
TST_379,2025-11-06T04:01:20.672Z,prod-api,36 gas range (Range),PASS,10000.00%,10/10,#C8E6C9,1189,200,,1.2
TST_380,2025-11-06T04:01:26.139Z,prod-api,36 inch gas range (Range),PASS,10000.00%,10/10,#C8E6C9,839,200,,0.85
TST_381,2025-11-06T04:01:31.951Z,prod-api,double oven gas range (Range),PASS,10000.00%,10/10,#C8E6C9,787,200,,0.8
TST_382,2025-11-06T04:01:36.467Z,prod-api,electric ranges for sale (Range),PASS,10000.00%,10/10,#C8E6C9,563,200,,0.58
TST_383,2025-11-06T04:01:41.290Z,prod-api,gas ranges (Range),PASS,10000.00%,10/10,#C8E6C9,671,200,,0.69
TST_384,2025-11-06T04:01:46.812Z,prod-api,gas stove range (Range),PASS,10000.00%,10/10,#C8E6C9,655,200,,0.67
TST_385,2025-11-06T04:01:52.252Z,prod-api,ge gas range (Range),PASS,10000.00%,10/10,#C8E6C9,777,200,,0.79
TST_386,2025-11-06T04:01:58.061Z,prod-api,lg gas range (Range),PASS,10000.00%,10/10,#C8E6C9,928,200,,0.94
TST_387,2025-11-06T04:02:03.601Z,prod-api,range cafe (Range),PASS,10000.00%,10/10,#C8E6C9,731,200,,0.74
TST_388,2025-11-06T04:02:08.334Z,prod-api,samsung electric range (Range),PASS,10000.00%,10/10,#C8E6C9,1153,200,,1.17
TST_389,2025-11-06T04:02:13.720Z,prod-api,samsung induction range (Range),PASS,10000.00%,10/10,#C8E6C9,641,200,,0.66
TST_390,2025-11-06T04:02:19.285Z,prod-api,electric range stove (Range),PASS,10000.00%,10/10,#C8E6C9,1131,200,,1.14
TST_391,2025-11-06T04:02:25.421Z,prod-api,ge electric range (Range),PASS,10000.00%,10/10,#C8E6C9,1160,200,,1.18
TST_392,2025-11-06T04:02:30.534Z,prod-api,ge range parts (Range),PASS,10000.00%,10/10,#C8E6C9,791,200,,0.81
TST_393,2025-11-06T04:02:35.934Z,prod-api,induction oven range (Range),PASS,10000.00%,10/10,#C8E6C9,654,200,,0.67
TST_394,2025-11-06T04:02:40.740Z,prod-api,kitchen range (Range),PASS,10000.00%,10/10,#C8E6C9,575,200,,0.59
TST_395,2025-11-06T04:02:45.892Z,prod-api,samsung range (Range),PASS,10000.00%,10/10,#C8E6C9,804,200,,0.82
TST_396,2025-11-06T04:02:51.986Z,prod-api,36 inch range (Range),PASS,10000.00%,10/10,#C8E6C9,1354,200,,1.36
TST_397,2025-11-06T04:02:56.978Z,prod-api,36 range (Range),PASS,10000.00%,10/10,#C8E6C9,692,200,,0.7
TST_398,2025-11-06T04:03:01.629Z,prod-api,double oven electric ranges (Range),PASS,10000.00%,10/10,#C8E6C9,788,200,,0.8
TST_399,2025-11-06T04:03:07.538Z,prod-api,double oven gas ranges (Range),PASS,10000.00%,10/10,#C8E6C9,1326,200,,1.34
TST_400,2025-11-06T04:03:12.263Z,prod-api,electric ranges for sale (Range),PASS,10000.00%,10/10,#C8E6C9,79,200,,0.09
TST_401,2025-11-06T04:03:18.263Z,prod-api,gas ranges and stoves (Range),PASS,10000.00%,10/10,#C8E6C9,1071,200,,1.09
TST_402,2025-11-06T04:03:23.426Z,prod-api,ge ranges (Range),PASS,10000.00%,10/10,#C8E6C9,584,200,,0.6
TST_403,2025-11-06T04:03:28.405Z,prod-api,lg electric range (Range),PASS,10000.00%,10/10,#C8E6C9,972,200,,0.98
TST_404,2025-11-06T04:03:32.175Z,prod-api,lg induction range (Range),PASS,10000.00%,6/6,#C8E6C9,565,200,,0.58
TST_405,2025-11-06T04:03:36.849Z,prod-api,stove (Range),PASS,10000.00%,100/100,#C8E6C9,206,200,,0.23
TST_406,2025-11-06T04:03:41.878Z,prod-api,electric stove (Range),PASS,10000.00%,10/10,#C8E6C9,1390,200,,1.41
TST_407,2025-11-06T04:03:46.679Z,prod-api,gas stove range (Range),PASS,10000.00%,10/10,#C8E6C9,80,200,,0.1
TST_408,2025-11-06T04:03:52.466Z,prod-api,induction stove (Range),PASS,10000.00%,10/10,#C8E6C9,903,200,,0.93
TST_409,2025-11-06T04:03:58.403Z,prod-api,gas stoves (Range),PASS,10000.00%,10/10,#C8E6C9,965,200,,0.98
TST_410,2025-11-06T04:04:03.542Z,prod-api,stoves (Range),REVIEW,N/A,0/0,#FFE0B2,144,200,No results returned; requires manual review.,0.16
TST_411,2025-11-06T04:04:08.963Z,prod-api,gas range stove (Range),PASS,10000.00%,10/10,#C8E6C9,614,200,,0.63
TST_412,2025-11-06T04:04:15.029Z,prod-api,electric stoves (Range),PASS,10000.00%,10/10,#C8E6C9,1844,200,,1.86
TST_413,2025-11-06T04:04:20.409Z,prod-api,frigidaire stoves (Range),REVIEW,N/A,0/0,#FFE0B2,594,200,No results returned; requires manual review.,0.6
TST_414,2025-11-06T04:04:26.117Z,prod-api,samsung stove (Range),PASS,10000.00%,10/10,#C8E6C9,881,200,,0.9
TST_415,2025-11-06T04:04:32.931Z,prod-api,viking stove (Range),PASS,10000.00%,10/10,#C8E6C9,1621,200,,1.64
TST_416,2025-11-06T04:04:38.124Z,prod-api,wolf stove (Range),REVIEW,N/A,0/0,#FFE0B2,680,200,No results returned; requires manual review.,0.69
TST_417,2025-11-06T04:04:43.863Z,prod-api,whirlpool stove (Range),PASS,10000.00%,10/10,#C8E6C9,759,200,,0.78
TST_418,2025-11-06T04:04:49.399Z,prod-api,electrical stove (Range),PASS,10000.00%,10/10,#C8E6C9,637,200,,0.65
TST_419,2025-11-06T04:04:54.715Z,prod-api,induction cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,579,200,,0.59
TST_420,2025-11-06T04:05:00.190Z,prod-api,electric cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,1014,200,,1.03
TST_421,2025-11-06T04:05:05.195Z,prod-api,cooktop (Cooktop),PASS,10000.00%,100/100,#C8E6C9,514,200,,0.54
TST_422,2025-11-06T04:05:10.716Z,prod-api,gas cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,989,200,,1
TST_423,2025-11-06T04:05:15.664Z,prod-api,cooktops (Cooktop),PASS,10000.00%,100/100,#C8E6C9,170,200,,0.19
TST_424,2025-11-06T04:05:21.994Z,prod-api,electric cooktops (Cooktop),PASS,10000.00%,10/10,#C8E6C9,683,200,,0.7
TST_425,2025-11-06T04:05:27.390Z,prod-api,bosch induction cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,977,200,,0.99
TST_426,2025-11-06T04:05:32.117Z,prod-api,induction cooktops (Cooktop),PASS,10000.00%,10/10,#C8E6C9,655,200,,0.68
TST_427,2025-11-06T04:05:37.938Z,prod-api,36 gas cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,754,200,,0.78
TST_428,2025-11-06T04:05:43.875Z,prod-api,gas cooktops (Cooktop),PASS,10000.00%,10/10,#C8E6C9,927,200,,0.94
TST_429,2025-11-06T04:05:49.826Z,prod-api,wolf cooktop (Cooktop),REVIEW,N/A,0/0,#FFE0B2,966,200,No results returned; requires manual review.,0.98
TST_430,2025-11-06T04:05:55.538Z,prod-api,36 induction cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,797,200,,0.81
TST_431,2025-11-06T04:06:01.582Z,prod-api,cooktop stove (Cooktop),PASS,10000.00%,10/10,#C8E6C9,991,200,,1
TST_432,2025-11-06T04:06:07.415Z,prod-api,downdraft cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,755,200,,0.77
TST_433,2025-11-06T04:06:13.274Z,prod-api,thermador induction cooktop (Cooktop),PASS,10000.00%,7/7,#C8E6C9,931,200,,0.94
TST_434,2025-11-06T04:06:19.111Z,prod-api,wolf induction cooktop (Cooktop),REVIEW,N/A,0/0,#FFE0B2,762,200,No results returned; requires manual review.,0.78
TST_435,2025-11-06T04:06:24.946Z,prod-api,30 inch electric cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,944,200,,0.96
TST_436,2025-11-06T04:06:31.130Z,prod-api,36 inch gas cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,1010,200,,1.03
TST_437,2025-11-06T04:06:37.283Z,prod-api,cooktop gas stove (Cooktop),PASS,10000.00%,10/10,#C8E6C9,1088,200,,1.1
TST_438,2025-11-06T04:06:42.851Z,prod-api,cooktop ventilation hoods (Cooktop),REVIEW,N/A,0/0,#FFE0B2,806,200,No results returned; requires manual review.,0.82
TST_439,2025-11-06T04:06:48.929Z,prod-api,ge cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,1134,200,,1.14
TST_440,2025-11-06T04:06:55.122Z,prod-api,miele 42-inch electric cooktop (Cooktop),PASS,10000.00%,7/7,#C8E6C9,872,200,,0.89
TST_441,2025-11-06T04:07:00.622Z,prod-api,2 burner electric cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,973,200,,0.98
TST_442,2025-11-06T04:07:06.573Z,prod-api,30 inch gas cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,637,200,,0.65
TST_443,2025-11-06T04:07:12.485Z,prod-api,cooktop electric (Cooktop),PASS,10000.00%,10/10,#C8E6C9,851,200,,0.87
TST_444,2025-11-06T04:07:18.194Z,prod-api,ge electric cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,864,200,,0.88
TST_445,2025-11-06T04:07:23.842Z,prod-api,jenn air cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,704,200,,0.72
TST_446,2025-11-06T04:07:30.084Z,prod-api,electric cook top (Cooktop),PASS,10000.00%,10/10,#C8E6C9,978,200,,0.99
TST_447,2025-11-06T04:07:36.382Z,prod-api,induction cook top (Cooktop),PASS,10000.00%,10/10,#C8E6C9,623,200,,0.64
TST_448,2025-11-06T04:07:41.566Z,prod-api,cook top (Cooktop),PASS,10000.00%,10/10,#C8E6C9,616,200,,0.63
TST_449,2025-11-06T04:07:47.568Z,prod-api,rangetop cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,874,200,,0.89
TST_450,2025-11-06T04:07:53.195Z,prod-api,rangetop cooktop (Cooktop),PASS,10000.00%,10/10,#C8E6C9,82,200,,0.11
TST_451,2025-11-06T04:07:59.225Z,prod-api,electric range top (Cooktop),PASS,10000.00%,10/10,#C8E6C9,946,200,,0.96
TST_452,2025-11-06T04:08:05.905Z,prod-api,stove top range electric (Cooktop),PASS,10000.00%,10/10,#C8E6C9,1336,200,,1.35
TST_453,2025-11-06T04:08:11.822Z,prod-api,induction range top (Cooktop),PASS,10000.00%,8/8,#C8E6C9,831,200,,0.84
TST_454,2025-11-06T04:08:18.112Z,prod-api,gas range stove top (Cooktop),PASS,10000.00%,10/10,#C8E6C9,1062,200,,1.07
TST_455,2025-11-06T04:08:24.484Z,prod-api,range top (Cooktop),PASS,10000.00%,10/10,#C8E6C9,919,200,,0.93
TST_456,2025-11-06T04:08:30.632Z,prod-api,gas range top (Cooktop),PASS,10000.00%,10/10,#C8E6C9,596,200,,0.61
TST_457,2025-11-06T04:08:36.485Z,prod-api,ge range top (Cooktop),REVIEW,N/A,0/0,#FFE0B2,1030,200,No results returned; requires manual review.,1.04
TST_458,2025-11-06T04:08:42.651Z,prod-api,gas range tops (Cooktop),PASS,10000.00%,10/10,#C8E6C9,772,200,,0.79
TST_459,2025-11-06T04:08:48.694Z,prod-api,oven (Wall Oven),PASS (Need Review),9600.00%,96/100,#FFF9C4,541,200,"Matched 96 of 100 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Bosch 800 Series 30'' Built-In Convection Speed Microwave with SpeedChef Cooking, LED Interior Lighting - Stainless Steel""}, {categoryName: ""Cooking"", productName: ""Bosch 500 Series 30"" Warming Drawer with 3 Power Levels, Proofing Mode, Auto Shut-Off, 2.2 cu. ft. Capacity - Stainless Steel""}, {categoryName: ""Cooking"", productName: ""Bosch Benchmark,1,000W Microwave Power, Convection, 10 Power Levels, 9 SpeedChef Cycles for Faster Cooking and Kitchen Timer""}",0.57
TST_460,2025-11-06T04:08:56.715Z,prod-api,convection oven (Wall Oven),FAIL,5000.00%,5/10,#FFCDD2,2213,200,"Matched 5 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.23
TST_461,2025-11-06T04:09:07.965Z,prod-api,convectional oven (Wall Oven),FAIL,5000.00%,5/10,#FFCDD2,2404,200,"Matched 5 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.48
TST_462,2025-11-06T04:09:15.383Z,prod-api,double oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,877,200,,0.91
TST_463,2025-11-06T04:09:22.226Z,prod-api,electric oven (Wall Oven),FAIL,4000.00%,4/10,#FFCDD2,2398,200,"Matched 4 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.42
TST_464,2025-11-06T04:09:30.463Z,prod-api,wall oven (Wall Oven),FAIL,9000.00%,9/10,#FFCDD2,1232,200,"Matched 9 of 10 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Bosch 800 Series 30'' Built-In Convection Speed Microwave with SpeedChef Cooking, LED Interior Lighting - Stainless Steel""}",1.26
TST_465,2025-11-06T04:09:38.623Z,prod-api,ovens (Wall Oven),PASS (Need Review),9600.00%,96/100,#FFF9C4,575,200,"Matched 96 of 100 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Bosch 800 Series 30'' Built-In Convection Speed Microwave with SpeedChef Cooking, LED Interior Lighting - Stainless Steel""}, {categoryName: ""Cooking"", productName: ""Bosch 500 Series 30"" Warming Drawer with 3 Power Levels, Proofing Mode, Auto Shut-Off, 2.2 cu. ft. Capacity - Stainless Steel""}, {categoryName: ""Cooking"", productName: ""Bosch Benchmark,1,000W Microwave Power, Convection, 10 Power Levels, 9 SpeedChef Cycles for Faster Cooking and Kitchen Timer""}",0.6
TST_466,2025-11-06T04:09:43.500Z,prod-api,wolf oven (Wall Oven),REVIEW,N/A,0/0,#FFE0B2,658,200,No results returned; requires manual review.,0.68
TST_467,2025-11-06T04:09:47.684Z,prod-api,wolf ovens (Wall Oven),REVIEW,N/A,0/0,#FFE0B2,606,200,No results returned; requires manual review.,0.62
TST_468,2025-11-06T04:09:54.917Z,prod-api,gas ovens (Wall Oven),FAIL,0.00%,0/10,#FFCDD2,2686,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.71
TST_469,2025-11-06T04:10:03.112Z,prod-api,wall ovens (Wall Oven),FAIL,9000.00%,9/10,#FFCDD2,1021,200,"Matched 9 of 10 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""Bosch 800 Series 30'' Built-In Convection Speed Microwave with SpeedChef Cooking, LED Interior Lighting - Stainless Steel""}",1.05
TST_470,2025-11-06T04:10:11.392Z,prod-api,double ovens (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,867,200,,0.9
TST_471,2025-11-06T04:10:16.497Z,prod-api,double wall oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,688,200,,0.71
TST_472,2025-11-06T04:10:21.556Z,prod-api,samsung oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,602,200,,0.62
TST_473,2025-11-06T04:10:26.508Z,prod-api,steam oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,590,200,,0.6
TST_474,2025-11-06T04:10:31.485Z,prod-api,whirlpool oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,851,200,,0.86
TST_475,2025-11-06T04:10:37.353Z,prod-api,commercial oven (Wall Oven),FAIL,0.00%,0/10,#FFCDD2,1947,200,"Matched 0 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",1.95
TST_476,2025-11-06T04:10:47.070Z,prod-api,electric ovens (Wall Oven),FAIL,3000.00%,3/10,#FFCDD2,2786,200,"Matched 3 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.86
TST_477,2025-11-06T04:10:55.459Z,prod-api,frigidaire oven (Wall Oven),PASS,10000.00%,3/3,#C8E6C9,944,200,,0.97
TST_478,2025-11-06T04:11:00.199Z,prod-api,ge oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,824,200,,0.84
TST_479,2025-11-06T04:11:05.858Z,prod-api,ge oven parts (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,958,200,,0.97
TST_480,2025-11-06T04:11:10.926Z,prod-api,induction oven (Wall Oven),FAIL,2000.00%,2/10,#FFCDD2,668,200,"Matched 2 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",0.68
TST_481,2025-11-06T04:11:20.266Z,prod-api,small oven (Wall Oven),FAIL,2000.00%,2/10,#FFCDD2,2414,200,"Matched 2 of 10 item(s). Sample mismatches: {categoryName: ""Dishwashers"", productName: ""Thermador Emerald 24"" Stainless Steel Top Control Built In Dishwasher with 16 Place Setting Capacity, 8 Wash Cycles""}, {categoryName: ""Dishwashers"", productName: ""LG 24 Inch Front Control Dishwasher with LoDecibel(TM) Operation, QuadWash(TM), Dynamic Dry(TM), NeveRust(TM) Stainless Steel Tub - Stainless Steel""}, {categoryName: ""Dishwashers"", productName: ""GE 24 Inch Fully Integrated Dishwasher with 16 Place Settings, 3-Level Wash, Dry Boost Technology(TM) - Stainless Steel""}",2.44
TST_482,2025-11-06T04:11:28.934Z,prod-api,samsung gas oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,1224,200,,1.25
TST_483,2025-11-06T04:11:34.294Z,prod-api,viking oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,956,200,,0.97
TST_484,2025-11-06T04:11:39.045Z,prod-api,wall oven microwave combo (Wall Oven),PASS,10000.00%,3/3,#C8E6C9,647,200,,0.67
TST_485,2025-11-06T04:11:45.520Z,prod-api,built in oven (Wall Oven),PASS,10000.00%,10/10,#C8E6C9,2345,200,,2.36
TST_486,2025-11-06T04:11:49.440Z,prod-api,combi oven (Wall Oven),FAIL,7000.00%,7/10,#FFCDD2,695,200,"Matched 7 of 10 item(s). Sample mismatches: {categoryName: ""Cooking"", productName: ""JennAir 30"" 6.8 Cu. Ft. Slide-In Gas Range with 5 Sealed Burners and Air Fry""}, {categoryName: ""Cooking"", productName: ""KITCHENAID 30'' 5 Burner Gas Convection Slide-In Range with Baking Drawer - Stainless Steel""}, {categoryName: ""Cooking"", productName: ""Bosch 500 Series 30"" 2.1 cu. ft. Sensor Cooking, Automatic Defrost, Popcorn Program and LED Lighting Over the Range Microwave""}",0.71
